Rk,Name,Tm,Lg,PA,HR,RBI,SB,BA,OPS,G,GS,Rtot,Pos Summary,rOBA,WAR
293,Bobby Crosby,OAK,AL,272,6,29,2,0.223,0.652,35,1,,P,0.328,1.7
294,Trevor Crowe#,CLE,AL,202,1,17,6,0.235,0.611,59,0,,P,0.327,0.5
295,Juan Cruz,KCR,AL,0,0,0,0,,,2,0,,P,0.33,1.2
296,Luis Cruz,PIT,NL,78,0,2,0,0.214,0.511,5,1,0,2B-3B,0.25,0
297,Nelson Cruz,TEX,AL,515,33,76,20,0.26,0.856,5,5,,P,0.317,0
298,Michael Cuddyer,MIN,AL,650,32,94,6,0.276,0.862,4,0,0,3B-SS,0.368,0
299,Johnny Cueto,CIN,NL,59,0,1,0,0.13,0.314,35,28,0,OF-3B-1B,,0.2
300,Aaron Cunningham,OAK,AL,57,1,6,0,0.151,0.456,6,0,,P,0.379,
301,Jack Cust*,OAK,AL,612,25,70,4,0.24,0.773,30,0,,P,0.289,0
302,Matt Daley,COL,NL,0,0,0,0,,,62,0,,P,0.26,-0.2
303,Johnny Damon*,NYY,AL,626,24,82,12,0.282,0.854,72,71,2,C-OF,0.277,0
304,John Danks*,CHW,AL,3,0,0,0,0,0,17,16,1,2B,0.293,0
305,Dave Davidson*,FLA,NL,1,0,0,0,1,2,48,0,,P,0,0
306,Kyle Davies,KCR,AL,2,0,0,0,0,0,131,124,4,OF,0.71,1.4
307,Chris Davis*,TEX,AL,419,21,59,0,0.238,0.726,132,128,2,SS,0.315,-0.2
308,Doug Davis,ARI,NL,69,0,3,0,0.159,0.365,24,9,,P,0.432,0
309,Rajai Davis,OAK,AL,432,3,48,41,0.305,0.784,10,5,-1,OF,0.291,4.4
310,Alejandro De Aza*,FLA,NL,27,0,3,0,0.25,0.685,32,32,,P,0,3
311,Frankie De La Cruz,SDP,NL,0,0,0,0,,,100,94,6,OF,0.369,
312,Jorge De La Rosa*,COL,NL,63,0,3,0,0.123,0.296,15,0,,P,0.18,0
313,David DeJesus*,KCR,AL,627,13,71,4,0.281,0.781,72,67,-10,OF-1B,0.332,0.5
314,Manny Delcarmen,BOS,AL,0,0,0,0,,,8,2,-1,OF,0,-0.3
315,Carlos Delgado*,NYM,NL,112,4,23,0,0.298,0.914,150,149,-24,OF-1B,0.378,0
316,David Dellucci*,TOT,AL,74,0,3,0,0.185,0.516,4,0,,P,0.297,-0.5
317,David Dellucci*,CLE,AL,45,0,1,0,0.275,0.683,2,2,0,OF,0.149,-0.2
318,David Dellucci*,TOR,AL,29,0,2,0,0.04,0.252,59,0,,P,0,-0.4
319,Ryan Dempster,CHC,NL,75,0,5,0,0.125,0.317,133,133,-19,OF,0.162,
320,Chris Denorfia,OAK,AL,2,0,1,0,0,0,12,8,,P,0.312,0.3
321,Mark DeRosa,TOT,MLB,576,23,78,3,0.25,0.752,131,124,-11,2B,0.357,0
322,Mark DeRosa,CLE,AL,314,13,50,1,0.27,0.799,2,0,,P,0.338,0.2
323,Mark DeRosa,STL,NL,262,10,28,2,0.228,0.696,12,0,,P,0.355,0
324,Ian Desmond,WSN,NL,89,4,12,1,0.28,0.879,19,0,,P,0.353,1
325,Elmer Dessens,NYM,NL,0,0,0,0,,,7,2,0,C,0.364,
326,Ross Detwiler,WSN,NL,19,0,1,0,0.053,0.105,105,102,2,2B,0.499,0
327,Blake DeWitt*,LAD,NL,53,2,4,0,0.204,0.633,153,150,-14,OF,0.322,0.1
328,Matt Diaz,ATL,NL,425,13,58,12,0.313,0.878,36,0,,P,0.286,-0.2
329,Robinzon Diaz,PIT,NL,138,1,19,0,0.279,0.663,85,84,-6,3B,0.359,1.1
330,Chris Dickerson*,CIN,NL,299,2,15,11,0.275,0.743,41,18,-2,1B-OF,0.2,2.8
331,R.A. Dickey,MIN,AL,0,0,0,0,,,14,0,,P,0.261,0
332,Mark DiFelice,MIL,NL,1,0,0,0,0,0,37,33,1,SS,0.279,0
333,Tim Dillard,MIL,NL,1,0,0,0,0,0,1,1,,P,0.26,-0.9
334,Joe Dillon,TBR,AL,35,1,2,0,0.3,0.8,139,138,23,SS,0.222,0
335,Brent Dlugach,DET,AL,3,0,0,0,0,0,4,1,,P,0.287,0.3
336,Greg Dobbs*,PHI,NL,169,5,20,1,0.247,0.679,158,150,-7,OF,0.359,
337,Freddy Dolsi,DET,AL,0,0,0,0,,,14,14,-1,OF-1B,0.361,4.3
338,Brendan Donnelly,FLA,NL,0,0,0,0,,,8,1,2,OF,0.422,0
339,Octavio Dotel,CHW,AL,0,0,0,0,,,13,9,,P,0.395,3
340,Ryan Doumit#,PIT,NL,304,10,38,4,0.25,0.714,116,107,9,SS,0.327,-0.5
341,Matt Downs,SFG,NL,60,1,2,1,0.17,0.514,21,19,-3,1B,0,-0.1
342,Scott Downs*,TOR,AL,1,0,0,0,0,0,42,0,,P,0.22,
343,J.D. Drew*,BOS,AL,539,24,68,2,0.279,0.914,17,0,,P,0.342,0.7
344,Stephen Drew*,ARI,NL,595,12,65,5,0.261,0.748,41,0,,P,0.315,-0.6
345,Chris Duffy*,MIL,NL,37,0,3,0,0.125,0.378,34,31,,P,0.347,0
346,Zach Duke*,PIT,NL,79,0,5,0,0.2,0.479,88,0,,P,0.344,
347,Elijah Dukes,WSN,NL,416,8,58,3,0.25,0.729,20,0,,P,0.368,0
348,Phil Dumatrait,PIT,NL,0,0,0,0,,,155,150,18,3B-SS,0.292,-0.1
349,Chris Duncan*,STL,NL,304,5,32,0,0.227,0.687,162,162,-3,1B,0.096,0.1
350,Shelley Duncan,NYY,AL,15,0,1,0,0.2,0.4,66,57,-5,3B-1B,0.105,
351,Adam Dunn*,WSN,NL,668,38,105,0,0.267,0.928,9,0,,P,0.057,1.2
352,Luis Durango#,SDP,NL,14,0,0,2,0.545,1.161,5,3,,P,0,6.3
353,Chad Durbin,PHI,NL,7,0,0,0,0.143,0.286,156,156,20,3B-2B-OF,0.247,-1.2
354,Jermaine Dye,CHW,AL,574,27,81,0,0.25,0.793,16,10,,P,0.173,
355,Adam Eaton,TOT,MLB,1,0,1,0,,,22,16,-1,OF,0.312,0
356,Adam Eaton,COL,NL,1,0,1,0,,,39,0,,P,0.056,7.7
357,David Eckstein,SDP,NL,568,2,51,3,0.26,0.657,11,10,,P,0.056,0
358,Mike Ekstrom,SDP,NL,2,0,0,0,0,0,24,23,0,C,0.201,-0.2
359,Scott Elbert*,LAD,NL,5,0,1,0,0.2,0.6,27,0,,P,0.236,0
360,A.J. Ellis,LAD,NL,10,0,1,0,0.1,0.2,6,3,-1,C,0.356,
361,Mark Ellis,OAK,AL,410,10,61,10,0.263,0.708,30,30,,P,0.292,0.7
362,Jacoby Ellsbury*,BOS,AL,693,8,60,70,0.301,0.77,24,1,,P,0.272,0
363,Alan Embree*,COL,NL,0,0,0,0,,,113,100,-2,2B-3B,0.306,0
364,Edwin Encarnación,TOT,MLB,338,13,39,2,0.225,0.729,3,0,,P,0.322,-0.2
365,Edwin Encarnación,CIN,NL,165,5,16,1,0.209,0.707,127,105,-14,OF,0.337,-0.1
366,Edwin Encarnación,TOR,AL,173,8,23,1,0.24,0.748,2,0,,P,0.326,0
367,Darin Erstad*,HOU,NL,150,2,11,0,0.194,0.597,59,45,-1,3B-OF-1B-C,0.451,0.1
368,Sergio Escalona*,PHI,NL,0,0,0,0,,,107,102,-5,OF,0.257,0
369,Alcides Escobar,MIL,NL,134,1,11,4,0.304,0.701,51,0,,P,0.234,1.2
370,Yunel Escobar,ATL,NL,604,14,76,5,0.299,0.812,4,3,1,3B,0.231,0
371,Marco Estrada,WSN,NL,2,0,0,0,,,154,152,1,OF,0.341,-0.2
372,Andre Ethier*,LAD,NL,685,31,106,6,0.272,0.869,20,12,0,2B-SS,0,1.6
373,Nick Evans,NYM,NL,69,1,7,0,0.231,0.66,62,0,,P,0.379,0
374,Terry Evans,LAA,AL,7,0,1,0,0.286,0.571,61,0,,P,0.28,0.5
375,Adam Everett,DET,AL,390,3,44,5,0.238,0.613,35,23,-3,OF-3B-2B,0.412,1.3
376,Tommy Everidge,OAK,AL,97,2,7,0,0.224,0.667,10,5,0,3B-1B-C,0.292,-0.4
377,Scott Eyre*,PHI,NL,0,0,0,0,,,15,12,,P,0.282,0
378,Kyle Farnsworth,KCR,AL,0,0,0,0,,,2,0,,P,0.246,0
379,Scott Feldman*,TEX,AL,8,0,0,0,0,0,65,0,,P,0.342,-0.4
380,Pedro Feliciano*,NYM,NL,1,0,0,0,,,140,129,4,OF,0.133,0
381,Pedro Feliz,PHI,NL,625,12,82,0,0.266,0.694,61,0,,P,0.385,
382,Prince Fielder*,MIL,NL,719,46,141,2,0.299,1.014,53,22,-3,OF,0.909,0
383,Josh Fields,CHW,AL,268,7,30,2,0.222,0.648,149,141,4,SS,0.293,0
384,Alfredo Figaro,DET,AL,2,0,0,0,0,0,2,1,,P,0.324,2.1
385,Chone Figgins#,LAA,AL,729,5,54,42,0.298,0.789,29,25,,P,0.205,0.1
386,Nelson Figueroa#,NYM,NL,25,0,3,0,0.136,0.401,14,2,,P,0.169,0.6
387,Jeff Fiorentino*,BAL,AL,75,0,8,2,0.281,0.648,30,30,,P,0,3.4
388,Carlos Fisher,CIN,NL,1,0,0,0,0,0,27,24,-4,3B,0.195,
389,Jesus Flores,WSN,NL,106,4,15,0,0.301,0.877,4,0,,P,0,0
390,Randy Flores*,COL,NL,0,0,0,0,,,9,9,,P,0,0
391,Tyler Flowers,CHW,AL,20,0,0,0,0.188,0.6,21,17,-1,1B-3B,0.191,0.3
392,Cliff Floyd*,SDP,NL,17,0,0,0,0.125,0.301,99,63,2,OF,0.341,0.2
393,Gavin Floyd,CHW,AL,3,0,0,0,0,0,94,87,2,1B-OF,0.325,0
394,Josh Fogg,COL,NL,12,0,0,0,0.111,0.311,33,33,,P,0.309,
395,Mike Fontenot*,CHC,NL,419,9,43,4,0.236,0.677,32,32,,P,0,-0.2
396,Casey Fossum*,NYM,NL,0,0,0,0,,,22,4,-2,OF,0.285,2.3
397,Dexter Fowler#,COL,NL,518,4,34,27,0.266,0.77,31,25,,P,0.287,0.9
398,Chad Fox,CHC,NL,0,0,0,0,,,16,0,,P,0,-0.5
399,Jake Fox,CHC,NL,241,11,44,0,0.259,0.779,19,17,,P,0.207,0
400,Ben Francisco,TOT,MLB,459,15,46,14,0.257,0.779,9,5,-2,OF,0.335,-0.3
401,Ben Francisco,CLE,AL,355,10,33,13,0.25,0.758,18,11,-2,3B-2B-1B-OF,0,-0.3
402,Ben Francisco,PHI,NL,104,5,13,1,0.278,0.843,79,51,-9,OF,0,0
403,Frank Francisco,TEX,AL,0,0,0,0,,,29,0,,P,0.309,0.2
404,Juan Francisco*,CIN,NL,25,1,7,0,0.429,1.139,106,100,3,2B,0.354,-0.1
405,Jeff Francoeur,TOT,NL,632,15,76,6,0.28,0.732,63,62,-2,1B,0.333,0.2
406,Jeff Francoeur,ATL,NL,324,5,35,5,0.25,0.634,7,1,,P,0.318,0.6
407,Jeff Francoeur,NYM,NL,308,10,41,1,0.311,0.836,58,56,-14,OF,0,0
408,Kevin Frandsen,SFG,NL,54,0,1,0,0.14,0.384,45,32,-2,1B-OF-C,0.346,0.3
409,Ryan Franklin,STL,NL,0,0,0,0,,,9,5,-1,3B-1B,0,-0.1
410,Jason Frasor,TOR,AL,0,0,0,0,,,50,39,6,1B-OF-P,0.321,
411,Ryan Freel,TOT,MLB,103,0,5,1,0.193,0.506,12,0,,P,0.309,-1.9
412,Ryan Freel,TOT,AL,71,0,4,0,0.217,0.569,1,0,0,OF,0.224,-0.7
413,Ryan Freel,BAL,AL,20,0,1,0,0.133,0.483,70,66,-6,OF,0.324,-0.2
414,Ryan Freel,CHC,NL,32,0,1,1,0.143,0.369,132,86,10,OF,0,0.5
415,Ryan Freel,KCR,AL,51,0,3,0,0.244,0.595,156,153,11,1B,0.364,0
416,David Freese,STL,NL,34,1,7,0,0.323,0.837,93,71,-7,2B-SS-3B,0.33,0
417,Ernesto Frieri,SDP,NL,0,0,0,0,,,112,110,0,SS,0.332,0.9
418,Brian Fuentes*,LAA,AL,0,0,0,0,,,6,2,0,SS-3B,0.325,0.5
419,Kosuke Fukudome*,CHC,NL,603,11,54,6,0.259,0.796,80,70,5,OF,0.336,6.9
420,Jeff Fulchino,HOU,NL,3,0,0,0,0.333,1,26,6,,P,0.395,-0.3
421,Sam Fuld*,CHC,NL,115,1,2,2,0.299,0.821,35,28,-4,2B-OF-3B-1B,0.285,-0.9
422,Rafael Furcal#,LAD,NL,680,9,47,12,0.269,0.711,2,0,,P,0.268,-0.1
423,Armando Galarraga,DET,AL,1,0,0,0,0,0,20,17,,P,0.277,1.8
424,Sean Gallagher,TOT,MLB,0,0,0,0,,,80,0,,P,0.252,0.1
425,Sean Gallagher,SDP,NL,0,0,0,0,,,49,48,-4,3B,0,-0.4
426,Yovani Gallardo,MIL,NL,66,2,8,0,0.172,0.507,3,0,,P,0.193,
427,Mat Gamel*,MIL,NL,148,5,20,1,0.242,0.76,28,5,0,OF,0.322,
428,Victor Garate*,WSN,NL,0,0,0,0,,,22,7,,P,0.126,0
429,Nomar Garciaparra,OAK,AL,169,3,16,2,0.281,0.701,15,0,,P,0.344,0.3
430,Brett Gardner*,NYY,AL,284,3,23,26,0.27,0.724,75,0,,P,0.322,0
431,Ryan Garko,TOT,MLB,400,13,51,0,0.268,0.765,7,6,1,2B-3B,0.294,-0.3
432,Ryan Garko,CLE,AL,273,11,39,0,0.285,0.826,160,155,-2,OF,0.279,0
433,Ryan Garko,SFG,NL,127,2,12,0,0.235,0.638,24,0,,P,0.307,0
434,Jon Garland,TOT,NL,75,0,1,0,0.086,0.197,1,0,-1,2B-3B,0,0
435,Jon Garland,ARI,NL,62,0,1,0,0.103,0.222,98,80,-3,SS-2B-3B-OF-P,0,-0.2
436,Jon Garland,LAD,NL,13,0,0,0,0,0.077,79,0,,P,0.067,4.4
437,Matt Garza,TBR,AL,2,0,0,0,0,0,46,39,-7,SS-3B,0.103,
438,Joey Gathright*,TOT,MLB,32,0,0,2,0.267,0.579,44,29,1,SS-3B-2B-OF-1B,0.198,-0.1
439,Joey Gathright*,CHC,NL,15,0,0,1,0.214,0.481,72,0,,P,0.186,0.1
440,Joey Gathright*,BOS,AL,17,0,0,1,0.313,0.665,72,0,,P,0.3,0
441,Chad Gaudin,TOT,MLB,30,0,0,0,0.036,0.105,33,33,,P,0.273,-0.9
442,Chad Gaudin,SDP,NL,30,0,0,0,0.036,0.105,11,11,-2,OF,0.318,0.1
443,Chad Gaudin,NYY,AL,0,0,0,0,,,52,0,,P,0.35,0
444,Geoff Geary,HOU,NL,0,0,0,0,,,100,67,11,OF,0.356,0
445,Josh Geer,SDP,NL,31,0,1,0,0.167,0.439,48,0,,P,0.344,0
446,Craig Gentry,TEX,AL,19,0,1,0,0.118,0.387,2,2,-1,OF,0.207,0.6
447,Esteban German,TEX,AL,50,0,4,1,0.304,0.751,79,0,,P,0.203,0
448,Jody Gerut*,TOT,NL,298,9,35,6,0.23,0.654,44,44,2,OF-1B,0.208,0.8
449,Jody Gerut*,SDP,NL,121,4,14,2,0.221,0.628,69,68,-14,OF,0.395,0
450,Jody Gerut*,MIL,NL,177,5,21,4,0.236,0.672,33,33,,P,0.413,0.7
451,Sammy Gervacio,HOU,NL,0,0,0,0,,,153,152,29,OF,0.34,0
452,Chris Getz*,CHW,AL,415,2,31,25,0.261,0.67,65,0,,P,0,0
453,Jason Giambi*,TOT,MLB,359,13,51,0,0.201,0.725,55,0,,P,0.307,-2
454,Jason Giambi*,OAK,AL,328,11,40,0,0.193,0.697,117,115,-3,SS,0.405,0
455,Jason Giambi*,COL,NL,31,2,11,0,0.292,1.035,7,0,0,OF,0.337,6.6
456,Brian Giles*,SDP,NL,254,2,23,1,0.191,0.548,3,2,0,1B,0.296,0
457,Chris Gimenez,CLE,AL,130,3,7,1,0.144,0.499,110,96,-1,OF,0.291,0
458,Troy Glaus,STL,NL,32,0,2,0,0.172,0.491,3,0,,P,0.306,1.6
459,Ross Gload*,FLA,NL,259,6,30,0,0.261,0.729,6,3,,P,0.176,0
460,Jimmy Gobble*,CHW,AL,0,0,0,0,,,122,98,-8,3B-SS-OF-2B,0.102,-0.2
461,Greg Golson,TEX,AL,1,0,0,0,0,0,107,102,-2,OF,0.169,2.9
462,Jonny Gomes,CIN,NL,314,20,51,3,0.267,0.879,105,87,6,3B-OF-2B,0.129,0
463,Carlos Gómez,MIN,AL,349,3,28,14,0.229,0.623,32,32,,P,0.277,-0.1
464,Adrián González*,SDP,NL,681,40,99,1,0.277,0.958,32,32,,P,0.239,1.5
465,Alberto Gonzalez,WSN,NL,316,1,33,1,0.265,0.65,79,79,12,OF,0.282,1
466,Alex Gonzalez,TOT,MLB,429,8,41,2,0.238,0.635,34,30,,P,0.316,2
467,Alex Gonzalez,CIN,NL,270,3,26,0,0.21,0.554,21,21,,P,0.237,-0.7
468,Alex Gonzalez,BOS,AL,159,5,15,2,0.284,0.769,88,72,7,C,0.322,0
469,Andy González,FLA,NL,12,0,0,0,0.083,0.333,103,75,7,3B-1B-SS-2B,0.367,0.2
470,Carlos González*,COL,NL,317,13,29,16,0.284,0.878,67,0,,P,0.295,0.6
471,Edgar Gonzalez,OAK,AL,2,0,0,0,1,2,5,0,,P,0.114,-0.4
472,Edgar Gonzalez,SDP,NL,169,4,18,1,0.216,0.651,21,21,,P,0,0.6
473,Mike Gonzalez,ATL,NL,0,0,0,0,,,35,23,,P,0,0.8
474,Alex Gordon*,KCR,AL,189,6,22,5,0.232,0.703,26,26,,P,0.348,1
475,Tom Gordon,ARI,NL,0,0,0,0,,,26,26,,P,0.339,0
476,Reid Gorecki,ATL,NL,27,0,3,1,0.2,0.422,112,110,2,SS,0.359,0
477,Tom Gorzelanny,TOT,NL,16,0,2,0,0.143,0.343,33,33,,P,0,-0.4
478,Tom Gorzelanny,PIT,NL,2,0,0,0,0,0,108,94,-15,SS-3B-2B-1B,0.229,-0.3
479,Tom Gorzelanny,CHC,NL,14,0,2,0,0.167,0.397,115,82,1,OF-2B-3B,0.393,0
480,Mike Gosling*,CLE,AL,0,0,0,0,,,11,11,,P,0.334,0.1
481,John Grabow*,TOT,NL,2,0,0,0,0,0,112,105,-1,OF,0,0.5
482,John Grabow*,PIT,NL,2,0,0,0,0,0,18,14,,P,0.399,0.5
483,John Grabow*,CHC,NL,0,0,0,0,,,65,0,,P,0.375,-0.7
484,Tony Graffanino,CLE,AL,24,0,0,0,0.13,0.341,30,0,,P,0.435,0.1
485,Curtis Granderson*,DET,AL,710,30,71,20,0.249,0.78,141,141,-22,OF,0.35,0
486,Andy Green,NYM,NL,5,0,0,0,0.25,0.65,1,0,0,1B,0.662,1.1
487,Nick Green,BOS,AL,309,6,35,1,0.236,0.669,15,0,,P,0.402,0.1
488,Sean Green,NYM,NL,1,0,0,0,0,0,139,136,-8,OF-3B-1B,0,0
489,Khalil Greene,STL,NL,193,6,24,2,0.2,0.619,70,0,,P,0.363,0
490,Tyler Greene,STL,NL,116,2,7,3,0.222,0.594,74,39,6,3B-1B,0.454,1.4
491,Luke Gregerson*,SDP,NL,2,0,0,0,0,0,149,147,7,1B,0.352,0.1
492,Kevin Gregg,CHC,NL,0,0,0,0,,,53,11,,P,0.509,0
493,Zack Greinke,KCR,AL,6,0,0,0,0.167,0.5,20,0,,P,0.303,0.6
494,Ken Griffey Jr.*,SEA,AL,454,19,57,0,0.214,0.735,30,0,,P,0.313,0
495,Jason Grilli,TOT,MLB,2,0,0,0,0,0,120,113,-3,OF,0.264,-0.2
496,Jason Grilli,COL,NL,2,0,0,0,0,0,112,96,0,2B-SS-OF,0,3.3
497,Jason Grilli,TEX,AL,0,0,0,0,,,20,19,,P,0.133,0
498,Gabe Gross*,TBR,AL,326,6,36,6,0.227,0.681,28,20,1,SS-3B-2B,0.324,0
499,Eddie Guardado,TEX,AL,0,0,0,0,,,34,34,,P,0.38,0
500,Vladimir Guerrero,LAA,AL,407,15,50,2,0.295,0.794,31,31,,P,0.352,0.2
501,Matt Guerrier,MIN,AL,0,0,0,0,,,35,19,1,SS-2B-3B,0.393,0.2
502,Carlos Guillen#,DET,AL,322,11,41,1,0.242,0.757,35,29,1,C,0.351,
503,Jose Guillen,KCR,AL,312,9,40,1,0.242,0.681,81,79,3,C-1B-3B,0.324,-0.9
504,Jeremy Guthrie,BAL,AL,2,0,0,0,0,0,24,24,,P,0.317,0
505,Franklin Gutierrez,SEA,AL,629,18,70,16,0.283,0.764,70,0,,P,0.297,-0.1
506,J.C. Gutierrez,ARI,NL,0,0,0,0,,,8,6,0,C,0.32,-0.5
507,Angel Guzman,CHC,NL,3,0,0,0,0,0,156,155,10,2B,0.343,0
508,Cristian Guzman#,WSN,NL,555,6,52,4,0.284,0.696,79,69,5,C-3B,0.287,-0.9
509,Freddy Guzman#,NYY,AL,7,0,1,4,0.167,0.31,14,13,,P,0.361,
510,Jesus Guzman,SFG,NL,20,0,0,0,0.25,0.5,3,3,,P,0.271,0
511,Tony Gwynn*,SDP,NL,451,2,21,11,0.27,0.693,14,0,,P,0,0
512,Eric Hacker#,PIT,NL,0,0,0,0,,,9,0,,P,0,5.8
513,Charlie Haeger,LAD,NL,5,0,0,0,0,0,55,39,2,OF-3B-1B,0.312,0.7
514,Travis Hafner*,CLE,AL,383,16,49,0,0.272,0.826,25,25,,P,0,-0.1
515,Jerry Hairston,TOT,MLB,433,10,39,7,0.251,0.71,55,0,,P,0.283,-0.1
516,Jerry Hairston,CIN,NL,340,8,27,7,0.254,0.703,5,3,1,OF,0,0
517,Jerry Hairston,NYY,AL,93,2,12,0,0.237,0.733,6,2,2,2B-3B,0.306,0
518,Scott Hairston,TOT,MLB,464,17,64,11,0.265,0.763,59,49,2,OF-1B,0,0.4
519,Scott Hairston,SDP,NL,216,10,29,8,0.299,0.891,33,21,,P,0.398,-0.1
520,Scott Hairston,OAK,AL,248,7,35,3,0.236,0.653,155,154,-1,OF,0.239,0
521,Bill Hall,TOT,MLB,365,8,36,2,0.201,0.596,4,2,1,C,0.303,-0.1
522,Bill Hall,MIL,NL,234,6,24,1,0.201,0.606,3,1,-1,C,0.11,0.2
523,Bill Hall,SEA,AL,131,2,12,1,0.2,0.578,156,155,11,1B,0.277,-0.3
524,Roy Halladay,TOR,AL,2,0,0,0,0,0,69,0,,P,0.314,-0.1
525,Cole Hamels*,PHI,NL,69,0,5,1,0.148,0.358,63,0,,P,0.38,5.3
526,Josh Hamilton*,TEX,AL,365,10,54,8,0.268,0.741,3,1,0,SS,0.372,0.1
527,Jason Hammel,COL,NL,60,0,0,0,0.109,0.268,1,0,-2,1B,0.402,0.1
528,Mike Hampton,HOU,NL,41,1,7,0,0.324,0.782,6,2,,P,0.094,3.8
529,Ryan Hanigan,CIN,NL,293,3,11,0,0.263,0.692,145,143,4,2B,0.345,0
530,Jack Hannahan*,TOT,AL,301,4,19,1,0.213,0.623,7,7,,P,0.281,0
531,Jack Hannahan*,OAK,AL,134,1,8,0,0.193,0.581,93,93,0,1B,0.347,0
532,Jack Hannahan*,SEA,AL,167,3,11,1,0.23,0.656,23,23,,P,0.353,-0.1
533,Joel Hanrahan,TOT,NL,1,0,0,0,0,0,8,1,,P,0.376,
534,Joel Hanrahan,WSN,NL,0,0,0,0,,,51,7,,P,0.362,4.1
535,Joel Hanrahan,PIT,NL,1,0,0,0,0,0,8,2,-1,2B-OF-3B-SS,0.409,0.4
536,Craig Hansen,PIT,NL,0,0,0,0,,,8,0,,P,0.366,-1.7
537,Tommy Hanson,ATL,NL,46,0,1,0,0.054,0.133,74,71,-6,C-OF,0.349,-0.1
538,J.A. Happ*,PHI,NL,51,0,1,0,0.093,0.23,19,19,,P,0,
539,Aaron Harang,CIN,NL,54,1,6,0,0.149,0.401,115,114,11,OF,0.196,0
540,Rich Harden*,CHC,NL,48,0,0,0,0.186,0.414,89,87,3,C,0.338,-0.5
541,J.J. Hardy,MIL,NL,465,11,47,0,0.229,0.659,129,127,0,OF,0.16,
542,Dan Haren,ARI,NL,87,1,10,0,0.247,0.625,59,43,0,2B-OF-SS-3B,0.2,1
543,Brendan Harris,MIN,AL,453,6,37,0,0.261,0.672,161,157,3,3B,0.132,
544,Willie Harris*,WSN,NL,393,7,27,11,0.235,0.757,28,23,-4,OF-2B,0.3,5.3
545,Matt Harrison*,TEX,AL,2,0,0,0,0,0.5,4,0,1,2B-OF-3B,0.31,1.7
546,Corey Hart,MIL,NL,472,12,48,11,0.26,0.753,113,88,8,1B,0.386,2.9
547,Kevin Hart,TOT,NL,29,0,2,0,0.16,0.41,9,0,,P,0.306,0.9
548,Kevin Hart,CHC,NL,9,0,1,0,0.222,0.444,67,63,-1,2B-3B,0.357,2.8
549,Kevin Hart,PIT,NL,20,0,1,0,0.125,0.388,112,107,11,SS,0.216,-0.1
550,LaTroy Hawkins,HOU,NL,0,0,0,0,,,98,91,3,2B-SS-3B-OF,0.348,0
551,Blake Hawksworth,STL,NL,0,0,0,0,,,26,25,-2,OF-1B,0,0.9
552,Brad Hawpe*,COL,NL,588,23,86,1,0.285,0.903,33,33,,P,0,0
553,Brett Hayes,FLA,NL,12,1,2,0,0.273,0.97,40,0,,P,0.713,1.3
554,Dirk Hayhurst*,TOR,AL,0,0,0,0,,,3,1,,P,0.321,1.3
555,Chase Headley#,SDP,NL,612,12,64,10,0.262,0.734,15,13,-2,1B,0.146,3.7
556,Aaron Heilman,CHC,NL,1,0,0,0,0,0,35,8,,P,0,-0.6
557,Wes Helms,FLA,NL,234,3,33,1,0.271,0.682,85,64,15,SS-3B-P,0.367,-0.1
558,Todd Helton*,COL,NL,645,15,86,0,0.325,0.904,21,5,,P,0.369,0
559,Mark Hendrickson*,BAL,AL,0,0,0,0,,,62,58,0,C,0,
560,Sean Henn,TOT,AL,0,0,0,0,,,52,0,,P,0.335,-0.3
561,Sean Henn,MIN,AL,0,0,0,0,,,44,0,,P,0.347,0
562,Matt Herges*,TOT,MLB,0,0,0,0,,,54,0,,P,0.293,0.9
563,Matt Herges*,CLE,AL,0,0,0,0,,,150,147,-1,SS,0.319,0
564,Matt Herges*,COL,NL,0,0,0,0,,,33,33,,P,0.281,-0.2
565,Jeremy Hermida*,FLA,NL,491,13,47,5,0.259,0.74,10,0,,P,0.343,0
566,Anderson Hernandez#,TOT,NL,404,3,37,7,0.251,0.651,70,67,8,C,0.303,0
567,Anderson Hernandez#,WSN,NL,255,1,23,5,0.251,0.63,7,5,-1,3B,0.321,0
568,Anderson Hernandez#,NYM,NL,149,2,14,2,0.252,0.686,64,0,,P,0.387,6.6
569,Diory Hernandez,ATL,NL,93,1,6,0,0.141,0.41,33,33,,P,0.169,0.4
570,Félix Hernández,SEA,AL,7,0,0,0,0,0.143,84,69,6,2B,0.114,0
571,Liván Hernández,TOT,NL,67,0,0,0,0.148,0.364,129,124,-9,1B,0.297,0.8
572,Liván Hernández,NYM,NL,49,0,0,0,0.125,0.271,22,17,,P,0.299,-0.5
573,Liván Hernández,WSN,NL,18,0,0,0,0.214,0.624,54,36,-2,OF,0.177,0
574,Luis Hernandez#,KCR,AL,81,0,4,1,0.205,0.476,80,75,1,C,0.336,0.7
575,Michel Hernandez,TBR,AL,107,1,12,2,0.242,0.616,118,116,2,OF,0.338,0.2
576,Ramon Hernandez,CIN,NL,331,5,37,1,0.258,0.699,24,21,2,OF-1B,0.365,1.5
577,Danny Herrera*,CIN,NL,4,0,0,0,0,0.333,4,4,0,OF,0.366,-0.2
578,John Hester,ARI,NL,30,1,4,0,0.25,0.729,133,131,-7,3B,0.334,0.7
579,Aaron Hill,TOR,AL,734,36,108,6,0.286,0.829,82,82,-8,OF-1B,0.33,0.4
